Chapter,Word,Verse,Book,Translation,Original
1,14,7,Bar,toward,πρὸς
1,15,7,Bar,the,τοὺς
1,16,7,Bar,priest,ἱερεῖς
1,17,7,Bar,and also,καὶ
1,18,7,Bar,toward,πρὸς
1,19,7,Bar,each,πάντα
1,20,7,Bar,the,τὸν
1,21,7,Bar,people,λαὸν
1,22,7,Bar,the,τοὺς
1,23,7,Bar,to find,εὑρεθέντας
1,24,7,Bar,after,μετ’
1,25,7,Bar,he,αὐτοῦ
1,26,7,Bar,in,ἐν
1,27,7,Bar,Jerusalem,Ιερουσαλημ
1,1,8,Bar,in,ἐν
1,2,8,Bar,the,τῷ
1,3,8,Bar,to take,λαβεῖν
1,4,8,Bar,he,αὐτὸν
1,5,8,Bar,the,τὰ
1,6,8,Bar,vessel,σκεύη
1,7,8,Bar,house,οἴκου
1,8,8,Bar,lord,κυρίου
1,9,8,Bar,the,τὰ
1,1,1,2Mc,the,τοῖς
1,10,8,Bar,to carry,ἐξενεχθέντα
1,11,8,Bar,out of,ἐκ
1,12,8,Bar,the,τοῦ
1,13,8,Bar,temple,ναοῦ
1,1,1,Jdt,year,ἔτους
1,2,1,2Mc,brother,ἀδελφοῖς
1,3,1,2Mc,the,τοῖς
1,4,1,2Mc,down,κατ’
1,14,8,Bar,to turn,ἀποστρέψαι
1,15,8,Bar,into,εἰς
1,16,8,Bar,earth,γῆν
1,17,8,Bar,Judas,Ιουδα
1,2,1,Jdt,twelfth,δωδεκάτου
1,3,1,Jdt,the,τῆς
1,4,1,Jdt,kingdom,βασιλείας
1,5,1,Jdt, , Ναβουχοδονοσορ 
1,6,1,Jdt,who,ὃς
1,5,1,2Mc,Egypt,Αἴγυπτον
1,6,1,2Mc,Jewish,Ιουδαίοις
1,7,1,2Mc,to rejoice,χαίρειν
1,18,8,Bar,the,τῇ
1,19,8,Bar,tenth,δεκάτῃ
1,20,8,Bar,the,τοῦ
1,7,1,Jdt,to reign,ἐβασίλευσεν
1,8,1,Jdt, , Ἀσσυρίων 
1,9,1,Jdt,in,ἐν
1,10,1,Jdt,Nineveh,Νινευη
1,8,1,2Mc,the,οἱ
1,9,1,2Mc,brother,ἀδελφοὶ
1,21,8,Bar, , Σιουαν 
1,22,8,Bar,vessel,σκεύη
1,23,8,Bar,silver,ἀργυρᾶ
1,11,1,Jdt,the,τῇ
1,12,1,Jdt,city,πόλει
1,13,1,Jdt,the,τῇ
1,14,1,Jdt,great,μεγάλῃ
1,10,1,2Mc,the,οἱ
1,11,1,2Mc,in,ἐν
1,1,1,Sir,each,πᾶσα
1,24,8,Bar,who,ἃ
1,25,8,Bar,to do,ἐποίησεν
1,26,8,Bar, , Σεδεκιας 
1,27,8,Bar,son,υἱὸς
1,28,8,Bar,Josiah,Ιωσια
1,15,1,Jdt,in,ἐν
1,16,1,Jdt,the,ταῖς
1,17,1,Jdt,day,ἡμέραις
1,18,1,Jdt,Arphaxad,Αρφαξαδ
1,19,1,Jdt,who,ὃς
1,12,1,2Mc,Jerusalem,Ιεροσολύμοις
1,13,1,2Mc,Jewish,Ιουδαῖοι
1,14,1,2Mc,and also,καὶ
1,2,1,Sir,wisdom,σοφία
1,3,1,Sir,fr,παρὰ
1,4,1,Sir,lord,κυρίου
1,5,1,Sir,and also,καὶ
1,29,8,Bar,king,βασιλεὺς
1,30,8,Bar,Judas,Ιουδα
1,1,9,Bar,after,μετὰ
1,20,1,Jdt,to reign,ἐβασίλευσεν
1,21,1,Jdt,Mede,Μήδων
1,22,1,Jdt,in,ἐν
1,23,1,Jdt, , Ἐκβατάνοις
1,24,1,Jdt, ,
1,15,1,2Mc,the,οἱ
1,16,1,2Mc,in,ἐν
1,6,1,Sir,after,μετ’
1,7,1,Sir,he,αὐτοῦ
1,8,1,Sir,to be,ἐστιν
1,9,1,Sir,into,εἰς
1,10,1,Sir,the,τὸν
1,2,9,Bar,the,τὸ
1,3,9,Bar,to deport,ἀποικίσαι
1,4,9,Bar, , Ναβουχοδονοσορ 
1,5,9,Bar,king,βασιλέα
1,1,2,Jdt,and also,καὶ
1,2,2,Jdt,to build,ᾠκοδόμησεν
1,3,2,Jdt,upon,ἐπ’
1,4,2,Jdt, , Ἐκβατάνων 
1,17,1,2Mc,the,τῇ
1,18,1,2Mc,region realm,χώρᾳ
1,11,1,Sir,eon,αἰῶνα
1,1,2,Sir,sand,ἄμμον
1,2,2,Sir,sea,θαλασσῶν
1,3,2,Sir,and also,καὶ
1,4,2,Sir, , σταγόνας 
1,5,2,Sir,rain,ὑετοῦ
1,6,9,Bar,Babylon,Βαβυλῶνος
1,7,9,Bar,the,τὸν
1,8,9,Bar,Jechoniah,Ιεχονιαν
1,9,9,Bar,and also,καὶ
1,5,2,Jdt,in a,κύκλῳ
1,6,2,Jdt,wall,τείχη
1,7,2,Jdt,out of,ἐκ
1,19,1,2Mc,the,τῆς
1,20,1,2Mc,Judea,Ιουδαίας
1,21,1,2Mc,peace,εἰρήνην
1,6,2,Sir,and also,καὶ
1,7,2,Sir,day,ἡμέρας
1,8,2,Sir,eon,αἰῶνος
1,9,2,Sir,who,τίς
1,10,2,Sir, , ἐξαριθμήσει
1,10,9,Bar,the,τοὺς
1,11,9,Bar,ruler,ἄρχοντας
1,12,9,Bar,and also,καὶ
1,8,2,Jdt,stone,λίθων
1,9,2,Jdt, , λελαξευμένων 
1,10,2,Jdt,into,εἰς
1,11,2,Jdt,width,πλάτος
1,12,2,Jdt,cubit,πηχῶν
1,22,1,2Mc,good,ἀγαθήν
1,1,2,2Mc,and also,καὶ
1,2,2,2Mc,to do,ἀγαθοποιήσαι
1,11,2,Sir, ,
1,1,3,Sir,height height,ὕψος
1,2,3,Sir,sky,οὐρανοῦ
1,3,3,Sir,and also,καὶ
1,13,9,Bar,the,τοὺς
1,14,9,Bar,captive,δεσμώτας
1,15,9,Bar,and also,καὶ
1,16,9,Bar,the,τοὺς
1,13,2,Jdt,three,τριῶν
1,14,2,Jdt,and also,καὶ
1,15,2,Jdt,into,εἰς
1,16,2,Jdt,length,μῆκος
1,3,2,2Mc,you,ὑμῖν
1,4,2,2Mc,the,ὁ
1,5,2,2Mc,god,θεὸς
1,4,3,Sir,width,πλάτος
1,5,3,Sir,earth,γῆς
1,6,3,Sir,and also,καὶ
1,7,3,Sir,abyss,ἄβυσσον
1,17,9,Bar,capable,δυνατοὺς
1,18,9,Bar,and also,καὶ
1,19,9,Bar,the,τὸν
1,17,2,Jdt,cubit,πηχῶν
1,18,2,Jdt,six,ἓξ
1,19,2,Jdt,and also,καὶ
1,20,2,Jdt,to do,ἐποίησεν
1,6,2,2Mc,and also,καὶ
1,7,2,2Mc,to remember,μνησθείη
1,8,2,2Mc,the,τῆς
1,8,3,Sir,and also,καὶ
1,9,3,Sir,wisdom,σοφίαν
1,10,3,Sir,who,τίς
1,11,3,Sir, , ἐξιχνιάσει
1,12,3,Sir, ,
1,1,4,Sir,earlier,προτέρα
1,20,9,Bar,people,λαὸν
1,21,9,Bar,the,τῆς
1,22,9,Bar,earth,γῆς
1,21,2,Jdt,the,τὸ
1,22,2,Jdt,height height,ὕψος
1,23,2,Jdt,the,τοῦ
1,24,2,Jdt,wall,τείχους
1,9,2,2Mc,covenant,διαθήκης
1,10,2,2Mc,he,αὐτοῦ
1,11,2,2Mc,the,τῆς
1,2,4,Sir,each,πάντων
1,3,4,Sir,to create,ἔκτισται
1,4,4,Sir,wisdom,σοφία
1,5,4,Sir,and also,καὶ
1,6,4,Sir,insight,σύνεσις
1,23,9,Bar,from,ἀπὸ
1,24,9,Bar,Jerusalem,Ιερουσαλημ
1,25,9,Bar,and also,καὶ
1,25,2,Jdt,cubit,πηχῶν
1,26,2,Jdt,seventy,ἑβδομήκοντα
1,27,2,Jdt,and also,καὶ
1,28,2,Jdt,the,τὸ
1,12,2,2Mc,toward,πρὸς
1,13,2,2Mc,Abraham,Αβρααμ
1,14,2,2Mc,and also,καὶ
1,7,4,Sir,contemplation,φρονήσεως
1,8,4,Sir,out of,ἐξ
1,9,4,Sir,eon,αἰῶνος
1,1,5,Sir,eon,
1,26,9,Bar,to lead,ἤγαγεν
1,27,9,Bar,he,αὐτὸν
1,28,9,Bar,into,εἰς
1,29,2,Jdt,width,πλάτος
1,30,2,Jdt,he,αὐτοῦ
1,31,2,Jdt,cubit,πηχῶν
1,32,2,Jdt,fifty,πεντήκοντα
1,15,2,2Mc,Isaac,Ισαακ
1,16,2,2Mc,and also,καὶ
1,17,2,2Mc,Jacob,Ιακωβ
1,1,6,Sir,root,ῥίζα
1,2,6,Sir,wisdom,σοφίας
1,3,6,Sir,who,τίνι
1,4,6,Sir,to uncover,ἀπεκαλύφθη
1,29,9,Bar,Babylon,Βαβυλῶνα
1,1,10,Bar,and also,καὶ
1,2,10,Bar,to say,εἶπαν
1,1,3,Jdt,and also,καὶ
1,2,3,Jdt,the,τοὺς
1,3,3,Jdt,tower,πύργους
1,4,3,Jdt,he,αὐτοῦ
1,18,2,2Mc,the,τῶν
1,19,2,2Mc,slave,δούλων
1,20,2,2Mc,he,αὐτοῦ
1,5,6,Sir,and also,καὶ
1,6,6,Sir,the,τὰ
1,7,6,Sir, , πανουργεύματα 
1,8,6,Sir,he,αὐτῆς
1,9,6,Sir,who,τίς
1,3,10,Bar,to see,ἰδοὺ
1,4,10,Bar,to send,ἀπεστείλαμεν
1,5,10,Bar,toward,πρὸς
1,6,10,Bar,you,ὑμᾶς
1,5,3,Jdt,to stand,ἔστησεν
1,6,3,Jdt,upon,ἐπὶ
1,7,3,Jdt,the,ταῖς
1,8,3,Jdt,gate,πύλαις
1,9,3,Jdt,he,αὐτῆς
1,21,2,2Mc,the,τῶν
1,22,2,2Mc,faithful trusthworthy,πιστῶν
1,1,3,2Mc,and also,καὶ
1,10,6,Sir,to know,ἔγνω
1,1,7,Sir,to know,
1,1,8,Sir,one,εἷς
1,2,8,Sir,to be,ἐστιν
1,7,10,Bar,piece of,ἀργύριον
1,8,10,Bar,and also,καὶ
1,10,3,Jdt,cubit,πηχῶν
1,11,3,Jdt,hundred,ἑκατὸν
1,12,3,Jdt,and also,καὶ
1,13,3,Jdt,the,τὸ
1,2,3,2Mc,to give,δῴη
1,3,3,2Mc,you,ὑμῖν
1,4,3,2Mc,heart,καρδίαν
1,3,8,Sir,wise,σοφός
1,4,8,Sir,frightening,φοβερὸς
1,5,8,Sir,exceedingly,σφόδρα
1,6,8,Sir,to sit,καθήμενος
1,7,8,Sir,upon,ἐπὶ
1,9,10,Bar,to buy,ἀγοράσατε
1,10,10,Bar,the,τοῦ
1,11,10,Bar,piece of,ἀργυρίου
1,12,10,Bar,burnt offering,ὁλοκαυτώματα
1,14,3,Jdt,width,πλάτος
1,15,3,Jdt,he,αὐτῆς
1,16,3,Jdt,to to,ἐθεμελίωσεν
1,17,3,Jdt,into,εἰς
1,5,3,2Mc,each,πᾶσιν
1,6,3,2Mc,into,εἰς
1,7,3,2Mc,the,τὸ
1,8,8,Sir,the,τοῦ
1,9,8,Sir,throne,θρόνου
1,10,8,Sir,he,αὐτοῦ
1,1,9,Sir,lord,κύριος
1,2,9,Sir,he,αὐτὸς
1,13,10,Bar,and also,καὶ
1,14,10,Bar,about,περὶ
1,15,10,Bar,sin,ἁμαρτίας
1,16,10,Bar,and also,καὶ
1,18,3,Jdt,cubit,πήχεις
1,19,3,Jdt,sixty,ἑξήκοντα
1,1,4,Jdt,and also,καὶ
1,2,4,Jdt,to do,ἐποίησεν
1,8,3,2Mc,to revere,σέβεσθαι
1,9,3,2Mc,he,αὐτὸν
1,10,3,2Mc,and also,καὶ
1,3,9,Sir,to create,ἔκτισεν
1,4,9,Sir,he,αὐτὴν
1,5,9,Sir,and also,καὶ
1,6,9,Sir,to see,εἶδεν
1,7,9,Sir,and also,καὶ
1,17,10,Bar,frankincense,λίβανον
1,18,10,Bar,and also,καὶ
1,19,10,Bar,to do,ποιήσατε
1,20,10,Bar,manna,μαννα
1,3,4,Jdt,the,τὰς
1,4,4,Jdt,gate,πύλας
1,5,4,Jdt,he,αὐτῆς
1,6,4,Jdt,gate,πύλας
1,11,3,2Mc,to do,ποιεῖν
1,12,3,2Mc,he,αὐτοῦ
1,13,3,2Mc,the,τὰ
1,8,9,Sir, , ἐξηρίθμησεν 
1,9,9,Sir,he,αὐτὴν
1,10,9,Sir,and also,καὶ
1,11,9,Sir,to pour,ἐξέχεεν
1,12,9,Sir,he,αὐτὴν
1,13,9,Sir,upon,ἐπὶ
1,21,10,Bar,and also,καὶ
1,22,10,Bar,to bring,ἀνοίσατε
1,23,10,Bar,upon,ἐπὶ
1,7,4,Jdt,to arouse,διεγειρομένας
1,8,4,Jdt,into,εἰς
1,9,4,Jdt,height height,ὕψος
1,14,3,2Mc,desire,θελήματα
1,15,3,2Mc,heart,καρδίᾳ
1,14,9,Sir,each,πάντα
1,15,9,Sir,the,τὰ
1,16,9,Sir,work,ἔργα
1,17,9,Sir,he,αὐτοῦ
1,24,10,Bar,the,τὸ
1,25,10,Bar,altar a,θυσιαστήριον
1,26,10,Bar,lord,κυρίου
1,10,4,Jdt,cubit,πηχῶν
1,11,4,Jdt,seventy,ἑβδομήκοντα
1,12,4,Jdt,and also,καὶ
1,13,4,Jdt,the,τὸ
1,16,3,2Mc,great,μεγάλῃ
1,17,3,2Mc,and also,καὶ
1,18,3,2Mc,soul,ψυχῇ
1,1,10,Sir,after,μετὰ
1,2,10,Sir,each,πάσης
1,3,10,Sir,flesh,σαρκὸς
1,4,10,Sir,down,κατὰ
1,27,10,Bar,god,θεοῦ
1,28,10,Bar,I,ἡμῶν
1,1,11,Bar,and also,καὶ
1,14,4,Jdt,width,πλάτος
1,15,4,Jdt,he,αὐτῆς
1,16,4,Jdt,cubit,πήχεις
1,19,3,2Mc,to will,βουλομένῃ
1,1,4,2Mc,and also,καὶ
1,5,10,Sir,the,τὴν
1,6,10,Sir,giving,δόσιν
1,7,10,Sir,he,αὐτοῦ
1,8,10,Sir,and also,καὶ
1,2,11,Bar,to pray,προσεύξασθε
1,3,11,Bar,about,περὶ
1,4,11,Bar,the,τῆς
1,17,4,Jdt,forty,τεσσαράκοντα
1,18,4,Jdt,into,εἰς
1,19,4,Jdt,exodus,ἐξόδους
1,20,4,Jdt,ability,δυνάμεως
1,2,4,2Mc,to open,διανοίξαι
1,3,4,2Mc,the,τὴν
1,4,4,2Mc,heart,καρδίαν
1,9,10,Sir,to supply,ἐχορήγησεν
1,10,10,Sir,he,αὐτὴν
1,11,10,Sir,the,τοῖς
1,12,10,Sir,to agape,ἀγαπῶσιν
1,5,11,Bar,life being,ζωῆς
1,6,11,Bar, , Ναβουχοδονοσορ 
1,7,11,Bar,king,βασιλέως
1,8,11,Bar,Babylon,Βαβυλῶνος
1,21,4,Jdt,capable,δυνατῶν
1,22,4,Jdt,he,αὐτοῦ
1,23,4,Jdt,and also,καὶ
1,24,4,Jdt,to prescribe,διατάξεις
1,5,4,2Mc,you,ὑμῶν
1,6,4,2Mc,in,ἐν
1,7,4,2Mc,the,τῷ
1,13,10,Sir,he,αὐτόν
1,1,11,Sir,fear,φόβος
1,2,11,Sir,lord,κυρίου
1,9,11,Bar,and also,καὶ
1,10,11,Bar,into,εἰς
1,11,11,Bar,life being,ζωὴν
1,25,4,Jdt,the,τῶν
1,26,4,Jdt,going by,πεζῶν
1,27,4,Jdt,he,αὐτοῦ
1,1,5,Jdt,and also,καὶ
1,8,4,2Mc,custom ordinance,νόμῳ
1,9,4,2Mc,he,αὐτοῦ
1,3,11,Sir,glory,δόξα
1,4,11,Sir,and also,καὶ
1,5,11,Sir,boast,καύχημα
1,6,11,Sir,and also,καὶ
1,1,1,TbB,large,βίβλος
1,12,11,Bar, , Βαλτασαρ 
1,13,11,Bar,son,υἱοῦ
1,14,11,Bar,he,αὐτοῦ
1,15,11,Bar,in,ἵνα
1,2,5,Jdt,to do,ἐποίησεν
1,3,5,Jdt,war,πόλεμον
1,4,5,Jdt,in,ἐν
1,5,5,Jdt,the,ταῖς
1,10,4,2Mc,and also,καὶ
1,11,4,2Mc,in,ἐν
1,12,4,2Mc,the,τοῖς
1,7,11,Sir,gladness,εὐφροσύνη
1,8,11,Sir,and also,καὶ
1,9,11,Sir,wreath this,στέφανος
1,10,11,Sir,exhultation,ἀγαλλιάματος
1,1,12,Sir,fear,φόβος
1,2,1,TbB,word,λόγων
1,3,1,TbB, , Τωβιτ 
1,4,1,TbB,the,τοῦ
1,5,1,TbB, , Τωβιηλ 
1,6,1,TbB,the,τοῦ
1,16,11,Bar,to be,ὦσιν
1,17,11,Bar,the,αἱ
1,18,11,Bar,day,ἡμέραι
1,19,11,Bar,he,αὐτῶν
1,6,5,Jdt,day,ἡμέραις
1,7,5,Jdt,that,ἐκείναις
1,8,5,Jdt,the,ὁ
1,9,5,Jdt,king,βασιλεὺς
1,13,4,2Mc, , προστάγμασιν 
1,14,4,2Mc,and also,καὶ
1,15,4,2Mc,peace,εἰρήνην
1,16,4,2Mc,to do,ποιήσαι
1,2,12,Sir,lord,κυρίου
1,3,12,Sir, , τέρψει 
1,4,12,Sir,heart,καρδίαν
1,5,12,Sir,and also,καὶ
1,7,1,TbB, , Ανανιηλ 
1,8,1,TbB,the,τοῦ
1,9,1,TbB, , Αδουηλ 
1,10,1,TbB,the,τοῦ
1,11,1,TbB, , Γαβαηλ 
1,12,1,TbB,out of,ἐκ
1,20,11,Bar,as,ὡς
1,21,11,Bar,the,αἱ
1,22,11,Bar,day,ἡμέραι
1,23,11,Bar,the,τοῦ
1,1,1,Wsd,to agape,Ἀγαπήσατε
1,10,5,Jdt, , Ναβουχοδονοσορ 
1,11,5,Jdt,toward,πρὸς
1,12,5,Jdt,king,βασιλέα
1,13,5,Jdt,Arphaxad,Αρφαξαδ
1,14,5,Jdt,in,ἐν
1,1,5,2Mc,and also,καὶ
1,2,5,2Mc,to hear,ἐπακούσαι
1,3,5,2Mc,you,ὑμῶν
1,6,12,Sir,to give,δώσει
1,7,12,Sir,gladness,εὐφροσύνην
1,8,12,Sir,and also,καὶ
1,9,12,Sir,joy,χαρὰν
1,13,1,TbB,the,τοῦ
1,14,1,TbB,seed sperm,σπέρματος
1,15,1,TbB, , Ασιηλ 
1,16,1,TbB,out of,ἐκ
1,24,11,Bar,sky,οὐρανοῦ
1,25,11,Bar,upon,ἐπὶ
1,26,11,Bar,the,τῆς
1,27,11,Bar,earth,γῆς
1,2,1,Wsd,righteousness,δικαιοσύνην
1,3,1,Wsd,the,οἱ
1,4,1,Wsd,to judge,κρίνοντες
1,5,1,Wsd,the,τὴν
1,6,1,Wsd,earth,γῆν
1,7,1,Wsd,to think,φρονήσατε
1,15,5,Jdt,the,τῷ
1,16,5,Jdt, , πεδίῳ 
1,17,5,Jdt,the,τῷ
1,18,5,Jdt,great,μεγάλῳ
1,19,5,Jdt,this,τοῦτό
1,4,5,2Mc,the,τῶν
1,5,5,2Mc,plea,δεήσεων
1,10,12,Sir,and also,καὶ
1,11,12,Sir, , μακροημέρευσιν
1,12,12,Sir, ,
1,1,13,Sir,the,τῷ
1,2,13,Sir,to fear,φοβουμένῳ
1,17,1,TbB,the,τῆς
1,18,1,TbB,tribe,φυλῆς
1,19,1,TbB,Naphtali,Νεφθαλιμ
1,1,12,Bar,and also,καὶ
1,2,12,Bar,to give,δώσει
1,3,12,Bar,lord,κύριος
1,8,1,Wsd,about,περὶ
1,9,1,Wsd,the,τοῦ
1,10,1,Wsd,lord,κυρίου
1,11,1,Wsd,in,ἐν
1,12,1,Wsd, , ἀγαθότητι 
1,13,1,Wsd,and also,καὶ
1,20,5,Jdt,to be,ἐστιν
1,21,5,Jdt, , πεδίον 
1,22,5,Jdt,in,ἐν
1,23,5,Jdt,the,τοῖς
1,24,5,Jdt,boundary,ὁρίοις
1,6,5,2Mc,and also,καὶ
1,7,5,2Mc,to,καταλλαγείη
1,8,5,2Mc,you,ὑμῖν
1,3,13,Sir,the,τὸν
1,4,13,Sir,lord,κύριον
1,5,13,Sir,well,εὖ
1,6,13,Sir,to be,ἔσται
1,1,2,TbB,who,ὃς
1,2,2,TbB,to capture,ᾐχμαλωτεύθη
1,3,2,TbB,in,ἐν
1,4,12,Bar,strength,ἰσχὺν
1,5,12,Bar,I,ἡμῖν
1,6,12,Bar,and also,καὶ
1,7,12,Bar,to illumine,φωτίσει
1,14,1,Wsd,in,ἐν
1,15,1,Wsd,singleness,ἁπλότητι
1,16,1,Wsd,heart,καρδίας
1,17,1,Wsd,to seek,ζητήσατε
1,18,1,Wsd,he,αὐτόν
1,25,5,Jdt,Reu,Ραγαυ
1,1,6,Jdt,and also,καὶ
1,2,6,Jdt,to meet,συνήντησαν
1,3,6,Jdt,toward,πρὸς
1,9,5,2Mc,and also,καὶ
1,10,5,2Mc,not,μὴ
1,11,5,2Mc,you,ὑμᾶς
1,7,13,Sir,upon,ἐπ’
1,8,13,Sir,last,ἐσχάτων
1,9,13,Sir,and also,καὶ
1,10,13,Sir,in,ἐν
1,11,13,Sir,day,ἡμέρᾳ
1,4,2,TbB,day,ἡμέραις
1,5,2,TbB, , Ενεμεσσαρου 
1,6,2,TbB,the,τοῦ
1,7,2,TbB,king,βασιλέως
1,8,12,Bar,the,τοὺς
1,9,12,Bar,eye,ὀφθαλμοὺς
1,10,12,Bar,I,ἡμῶν
1,1,2,Wsd,because,ὅτι
1,2,2,Wsd,to find,εὑρίσκεται
1,3,2,Wsd,the,τοῖς
1,4,2,Wsd,not,μὴ
1,5,2,Wsd,to prove,πειράζουσιν
1,4,6,Jdt,he,αὐτὸν
1,5,6,Jdt,each,πάντες
1,6,6,Jdt,the,οἱ
1,7,6,Jdt,to reside,κατοικοῦντες
1,12,5,2Mc,to leave,ἐγκαταλίποι
1,13,5,2Mc,in,ἐν
1,12,13,Sir,end,τελευτῆς
1,13,13,Sir,he,αὐτοῦ
1,14,13,Sir,to speak,εὐλογηθήσεται
1,1,14,Sir,beginning,ἀρχὴ
1,8,2,TbB, , Ἀσσυρίων 
1,9,2,TbB,out of,ἐκ
1,10,2,TbB, , Θισβης 
1,11,2,TbB,who,ἥ
1,12,2,TbB,to be,ἐστιν
1,13,2,TbB,out of,ἐκ
1,11,12,Bar,and also,καὶ
1,12,12,Bar,to live,ζησόμεθα
1,13,12,Bar,under,ὑπὸ
1,14,12,Bar,the,τὴν
1,6,2,Wsd,he,αὐτόν
1,7,2,Wsd,to reveal,ἐμφανίζεται
1,8,2,Wsd,Yet,δὲ
1,9,2,Wsd,the,τοῖς
1,10,2,Wsd,not,μὴ
1,11,2,Wsd,to disbelieve,ἀπιστοῦσιν
1,8,6,Jdt,the,τὴν
